section,batch,size,callnr,title,author
Games & Learning,1,Medium,5,Football Drills and Skills,Michael Petersen
Games & Learning,1,Medium,6,I Spy a Balloon,Jean Marzollo
Games & Learning,1,Large,2,Games and Puzzles Ages 7-9,School Zone Publishing Company
Games & Learning,1,Medium,7,Tick Tock Wipe Clean Activities,Peter Haddock Publishing
Kaibigan,1,Medium,1,Why Should I Share,Mike Gordon
Kaibigan,1,Small,1,I Am Sharing,Mercer Mayer
Kaibigan,1,Small,2,Ivy + Bean and The Ghost That Had To Go,Anie Barrows
Kaibigan,1,Large,1,Today I feel Silly,Jamie Lee Curtis
Kaibigan,1,Small,3,The Very Busy Life of Olaf and Venus: Car,Pierre Prat
Kaibigan,1,Small,4,The Very Busy Life of Olaf and Venus: Park,Pierre Prat
Kaibigan,1,Small,5,The Very Busy Life of Olaf and Venus: Shops,Pierre Prat
Kaibigan,1,Small,6,Fice Hungry Friends,Ladybird Publishing
Kaibigan,1,Medium,2,Boomer Gets His Bounce Back,Little Golden Book
Kaibigan,1,Medium,3,Sophie's Stuff,Abby Sasscer
Kaibigan,1,Medium,4,Please Try to Remember the First of Octember,Theo LeSieg
Kaibigan,1,Medium,5,Si Paula Oink-oink,Rene Villanueva
Kaibigan,1,Small,7,Ivy + Bean Take Care of The Babusitter,Annie Barrows
Kaibigan,1,Medium,6,Arthur Goes to Camp,Marc Brown
Kaibigan,1,Medium,7,The Eagle and the Man and Town Mouse and Country Mouse,Val Biro
Kaibigan,1,Medium,8,The Pigeon Finds a Hot Dog,Mo Willems
Kaibigan,1,Small,8,Rundown Race Car,Parragon
Kaibigan,1,Small,9,Arthur Makes the Team,Marc Brown
Music & Rhymes,1,Small,1,Greg,The Book Company Publishing
Numbers,1,Medium,1,Learning Math,Precious Pages and Lampara Books
Ohana,1,Medium,1,Things I Love About GrandParents,Trace Moroney
Ohana,1,Small,1,Max's Bath,Rosemary Wells
Ohana,1,Small,2,Flush the Potty,Ken Wilson-Max
Ohana,1,Medium,2,Lifetimes,Bryan Mellonie and Robert Ingpen
Ohana,1,Medium,3,Girls' Potty Time,DK Publishing
Ohana,1,Medium,4,Going to the Potty,Fred Rogers
Ohana,1,Medium,5,Have You Seen My Duckling?,Nancy Tafuri
Ohana,1,Large,1,Babar's Little Girl,Laurent de Brunhoff
Ohana,1,Medium,6,Caillou Dress-up With Daddy,Chouette Publishing
Ohana,1,Large,2,The Best Father of All,Peter Horn
Literary Classics,1,Medium,1,Hop on Pop,Dr Seuss
Literary Classics,1,Medium,2,Kwento Ni Lolo Uban: Ang Batang Natutong Magsabi ng Totoo,Rene Villanueva
Literary Classics,1,Medium,3,Ang Barumbadong Bus,Rene Villanueva
Literary Classics,1,Small,1,Charlie and the Chocolate Factory,Roald Dahl
Literary Classics,1,Large,1,The Very Quiet Cricket,Eric Carle
Literary Classics,1,Small,2,Princess Posey and the New First Grader,Stephanie Greene
Literary Classics,1,Small,3,There's a Spell Up My Nose,Ian Whybrow
Literary Classics,1,Small,4,Problems With A Python,Jeremy Strong
Literary Classics,1,Medium,4,If I Had a Snowplow,Jean Patrick
Literary Classics,1,Medium,5,King Rollo and the New Stockings,David McKee
Literary Classics,1,Large,2,The Three Robbers,Tomi Ungerer
Literary Classics,1,Medium,6,Dream Pillow Lullaby,Susan James
Literary Classics,1,Small,5,Cookie's Week,Cindy Ward and Tomie dePaola
Literary Classics,1,Large,3,No Moon No Milk!,Chris Babcock
Literary Classics,1,Large,4,Father Christmas Needs a Wee!,Nicholas Allan
Literary Classics,1,Medium,7,The Foolish Tortoise,Richard Buckley and Eric Carle
Literary Classics,1,Medium,8,The Gonna Bird,Joy Cowley
Literary Classics,1,Medium,9,Charlotte's Web,EB White
Literary Classics,1,Medium,10,Xilef,Augie Rivera
Literary Classics,1,Medium,11,Isang Mayang Uhaw,Victoria Anonuevo
Literary Classics,1,Medium,12,Ang Mabait na Kalabaw,Rosario Calma
Literary Classics,1,Medium,13,Si Pilandok sa Pulo ng Pawikan,Victoria Anonuevo
Literary Classics,1,Medium,14,Diego and Marie: A Secret Sense of Home,Robert Magnuson
Literary Classics,1,Medium,15,Ang Mahiwagang Biyuhin,Christine Bellen
Literary Classics,1,Medium,16,"Ako si Kaliwa, Ako si Kanan",Russell Molina
Literary Classics,1,Medium,17,And Parusa ng Duwende,Christine Bellen
Literary Classics,1,Large,5,Aesop for Children,Aesop Publications
Literary Classics,1,Large,6,A Midsummer Night's Dream for Children,Shakespeare
Reading & Language,1,Small,1,Baby's Very First Outdoors Book,Stella Baggott
Reading & Language,1,Small,2,Baby's Very First Bedtime Book,Stella Baggott
Reading & Language,1,Small,3,Baby's Very First Mealtime Book,Stella Baggott
Reading & Language,1,Medium,1,That's Not My Plane,Fiona Watt
Reading & Language,1,Small,4,First Pictures,Mark Lockett
Reading & Language,1,Medium,2,Hickoey Dickory Ddock and Other Nursery Rhymes,Parragon Books
Reading & Language,1,Medium,3,Early Americans,Stephanie Sigue
Reading & Language,1,Medium,4,Captain Cat,Syd Hoff
Reading & Language,1,Large,1,I Love Words,Parragon Books
Reading & Language,1,Small,5,Baby's Very First Animals Book,Stella Baggott
Reading & Language,1,Small,6,ABC Rhymes,R. W. Alley
Reading & Language,1,Medium,5,Where Do Mountains and Hills Come from,Liwliwa Malabed
Reading & Language,1,Medium,6,The Easter Bonnet Parade,Monique Stephens
Reading & Language,1,Medium,7,Brontosaurus Breath,Disney Press
Reading & Language,1,Medium,8,First Grade Activities,Lampara Publishing House
Reading & Language,1,Medium,9,My Phonic Readers,Penerbitan Pelangi
Reading & Language,1,Large,2,Chinese Filipino English Conversation,John Wangli
Reading & Language,1,Large,3,Golden Dragon,Magic Storybook
Travel,1,Large,1,I See Cebu,Teresa D. Ruelas and Geraldine Yap
Travel,1,Medium,1,Top 10 Travels: Manila,Rommel Estanislao
Travel,1,Medium,2,Top 10 Travels: Cebu,Rommel Estanislao
Travel,1,Medium,3,Top 10 Travels: Davao,Rommel Estanislao
Science & Trivia,1,Medium,1,The Magic School Bus The Wild Leaf Ride,Judith Stamper
Science & Trivia,1,Medium,2,Almanac 2008,Time Magazine
Science & Trivia,1,Large,1,Blast Off Lets Explore The Sun,Charlie Walsh
Values and Morals,1,Small,1,Children's Guide to the Roman Missal,St. Paul Publishing
Values and Morals,1,Large,1,Stories with Moral Lessons: The Elves and the Shoemaker,Boots Pastor
Young Adult,1,Medium,1,Miss Peregrine's Home for Peculiar Children,Random Riggs
Young Adult,1,Medium,2,Drawing With Light,Julia Green
Young Adult,1,Medium,3,Lea Dives In,Yisa Lee
Young Adult,1,Medium,4,Beforever,Valerie Tripp
Young Adult,1,Medium,5,Black Beauty,Anna Sewell
Young Adult,1,Medium,6,Titanic Young Survivors,Allan Zullo
Young Adult,1,Medium,7,Dork Diaries,Rachel Renee Russell
Young Adult,1,Small,1,The Venom of Argus,Edmund Cooper
Young Adult,1,Small,2,"The Lion, The Witch, and The Wardrobe",C.S. Lewis
Young Adult,1,Small,3,The Battle for Big Bush,Lorraie Wheeler
Young Adult,1,Small,4,Heidi,Johanna Spyri
Young Adult,1,Medium,8,Aniga Ng Mga Alon,Eugene Evasco
Young Adult,1,Small,5,Bakit Baliktad Magbasa Ang Mga Pilipino,Bob Ong
Young Adult,1,Small,6,Dear Mr. Henshaw,Beverly Cleary
Young Adult,1,Medium,9,One Crazy Summer,Rita Williams Garcia
Young Adult,1,Medium,10,"Whitney, My Love",Judith McNaught
Young Adult,1,Medium,11,The Zahir,Paulo Coelho
Young Adult,1,Medium,12,Pokemon Omnibus Vol. 2,Walter Cheng
Young Adult,1,Medium,13,The Mysterious Benedict Society,Trenton Lee Stewart
Young Adult,1,Medium,14,Atlas,ICAlettes Editorial
Young Adult,1,Medium,15,39 Clues: Maze of Bones,Rick Riordan
Zoo,1,Large,1,Sea Creatures,Anne Faundez
Zoo,1,Medium,1,Ocean IQ,Priddy Books
Zoo,1,Medium,2,Birds,Maria Paterno
Zoo,1,Medium,3,Funny Bunnies,Grosset and Dunlap
Zoo,1,Medium,4,Dolphins,Anna Claybourne
Zoo,1,Medium,5,Dinosaur Days,Joyce Milton
Zoo,1,Medium,6,Charlie Has Asthma,Jenny Leigh
Zoo,1,Large,2,Grizzly Bear Family,Audrey Fraggalosch
Zoo,1,Large,3,The Mouse and The Lion,Boots Pastor
